Departmant,Item,Tdate,TypeID,Qty,Cost,Rate
MARS,Risperdal,14/02/2020,1,13,9.75,10.7
MARS,Advil,04/01/2020,1,26,4.97,5.82
HAIL,Amaryl,11/02/2020,1,25,20.07,21.69
MABELLA1,AL CREAM 15GM,15/02/2020,1,22,9.13,10.26
NOV 18TH,BON CREAM 15G,17/02/2020,1,25,7.93,8.87
MABELLA1,NyQuill,12/02/2020,1,28,15.51,16.88
MABELLA1,AM 10 MG TAB,31/01/2020,1,18,11.41,12.67
W/SALE,BON CREAM 15G,16/01/2020,1,4,7.93,8.87
SHELL,Emend,09/01/2020,1,10,3.42,4.2
SQGM,AL CREAM 15GM,15/02/2020,1,24,9.13,10.26
SHELL,Advil,14/02/2020,1,9,4.97,5.82
SQGM,BON CREAM 15G,16/01/2020,1,5,7.93,8.87
MABELLA1,BE PLUS 30G,04/01/2020,1,3,18.02,19.34
SHELL,Magne B6,30/01/2020,1,7,18.35,19.8
SHELL,NyQuill,31/01/2020,1,12,15.51,16.88
ALKHUWAIR,Zoloft,13/02/2020,1,16,17.49,18.93
MSQ,BE PLUS 30G,24/01/2020,1,10,18.02,19.34
MABELLA1,Visine,15/02/2020,1,15,6.63,7.56
MABELLA1,Zovirax,09/01/2020,1,18,17.74,18.97
SHELL,Amaryl,05/01/2020,1,25,20.07,21.69
HAIL,Visine,03/02/2020,1,22,6.63,7.56
W/SALE,Zoloft,05/01/2020,1,1,17.49,18.93
SQGM,A 5 MG TAB,06/01/2020,1,6,11.28,12.18
HAIL,Risperdal,13/01/2020,1,26,9.75,10.7
MABELLA1,Risperdal,28/01/2020,1,25,9.75,10.7
W/SALE,Sebastian 20GM CREAM,15/01/2020,1,25,15.34,16.38
ALKHUWAIR,Lisinopril,11/02/2020,1,1,11.07,12.06
SHELL,Sebastian 20GM CREAM,08/02/2020,1,19,15.34,16.38
W/SALE,AM 10 MG TAB,17/01/2020,1,9,11.41,12.67
HAIL,Amaryl,09/02/2020,1,7,20.07,21.69
ALKHUWAIR,BE PLUS 30G,03/01/2020,1,29,18.02,19.34
SHELL,Visine,28/01/2020,1,9,6.63,7.56
HAIL,BON CREAM 15G,05/02/2020,1,19,7.93,8.87
MARS,Zovirax,08/02/2020,1,24,17.74,18.97
NOV 18TH,Emend,13/01/2020,1,6,3.42,4.2
W/SALE,Visine,11/01/2020,1,24,6.63,7.56
HAIL,Zoloft,30/01/2020,1,14,17.49,18.93
MARS,Risperdal,08/02/2020,1,26,9.75,10.7
SQGM,AL CREAM 15GM,09/02/2020,1,2,9.13,10.26
MABELLA1,Advil,16/01/2020,1,8,4.97,5.82
NOV 18TH,Zoloft,12/01/2020,1,20,17.49,18.93
W/SALE,BE PLUS 30G,21/01/2020,1,8,18.02,19.34
W/SALE,AL CREAM 15GM,20/01/2020,1,18,9.13,10.26
NOV 18TH,NyQuill,29/01/2020,1,23,15.51,16.88
MABELLA1,NyQuill,22/01/2020,1,4,15.51,16.88
ALKHUWAIR,BE PLUS 30G,08/01/2020,1,5,18.02,19.34
MARS,A D  25GM. CREAM,07/01/2020,1,18,16.69,18.08
NOV 18TH,Zovirax,06/01/2020,1,29,17.74,18.97
ALKHUWAIR,AL CREAM 15GM,23/01/2020,1,10,9.13,10.26
MSQ,BON CREAM 15G,18/01/2020,1,15,7.93,8.87
W/SALE,Advil,17/01/2020,1,15,4.97,5.82
SQGM,Lisinopril,04/01/2020,1,2,11.07,12.06
W/SALE,AL CREAM 15GM,02/02/2020,1,16,9.13,10.26
W/SALE,BE PLUS 30G,15/01/2020,1,16,18.02,19.34
W/SALE,Zovirax,05/02/2020,1,25,17.74,18.97
NOV 18TH,AM 10 MG TAB,11/01/2020,1,12,11.41,12.67
SQGM,AL CREAM 15GM,06/02/2020,1,21,9.13,10.26
HAIL,BON CREAM 15G,20/01/2020,1,7,7.93,8.87
HAIL,Miralax,10/02/2020,1,21,19.21,20.87
SHELL,Risperdal,11/01/2020,1,27,9.75,10.7
W/SALE,Lisinopril,28/01/2020,1,19,11.07,12.06
HAIL,Lisinopril,15/01/2020,1,17,11.07,12.06
NOV 18TH,Miralax,01/01/2020,1,19,19.21,20.87
SQGM,Advil,09/02/2020,1,25,4.97,5.82
MSQ,BON CREAM 15G,11/01/2020,1,22,7.93,8.87
MABELLA1,NyQuill,04/01/2020,1,2,15.51,16.88
MSQ,Zoloft,21/01/2020,1,12,17.49,18.93
SHELL,Zovirax,08/01/2020,1,19,17.74,18.97
SQGM,Emend,17/01/2020,1,3,3.42,4.2
SQGM,Sebastian 20GM CREAM,23/01/2020,1,28,15.34,16.38
NOV 18TH,NyQuill,28/01/2020,1,6,15.51,16.88
MSQ,Sebastian 20GM CREAM,07/01/2020,1,15,15.34,16.38
MABELLA1,Magne B6,06/02/2020,1,22,18.35,19.8
ALKHUWAIR,BON CREAM 15G,16/01/2020,1,17,7.93,8.87
MABELLA1,Risperdal,02/01/2020,1,5,9.75,10.7
MSQ,Panadol,10/02/2020,1,17,2.1,2.9
NOV 18TH,AM 10 MG TAB,08/01/2020,1,14,11.41,12.67
SQGM,Amaryl,21/01/2020,1,19,20.07,21.69
SHELL,A 5 MG TAB,11/01/2020,1,13,11.28,12.18
NOV 18TH,Miralax,13/01/2020,1,28,19.21,20.87
MSQ,Emend,13/01/2020,1,26,3.42,4.2
MABELLA1,Amaryl,27/01/2020,1,6,20.07,21.69
ALKHUWAIR,NyQuill,11/01/2020,1,17,15.51,16.88
HAIL,Zoloft,08/01/2020,1,17,17.49,18.93
SHELL,BE PLUS 30G,07/02/2020,1,25,18.02,19.34
MSQ,NyQuill,16/01/2020,1,6,15.51,16.88
MABELLA1,Risperdal,23/01/2020,1,15,9.75,10.7
ALKHUWAIR,AL CREAM 15GM,02/02/2020,1,1,9.13,10.26
MARS,BE PLUS 30G,12/01/2020,1,25,18.02,19.34
MSQ,Sebastian 20GM CREAM,12/02/2020,1,4,15.34,16.38
HAIL,Lisinopril,15/01/2020,1,25,11.07,12.06
MABELLA1,Miralax,09/02/2020,1,11,19.21,20.87
MARS,BON CREAM 15G,07/02/2020,1,15,7.93,8.87
ALKHUWAIR,Zovirax,27/01/2020,1,1,17.74,18.97
MSQ,A D  25GM. CREAM,25/01/2020,1,13,16.69,18.08
MSQ,Miralax,07/02/2020,1,24,19.21,20.87
MARS,Zovirax,02/01/2020,1,27,17.74,18.97
MSQ,Risperdal,13/01/2020,1,18,9.75,10.7
SHELL,Sebastian 20GM CREAM,02/02/2020,1,26,15.34,16.38
MABELLA1,Risperdal,04/02/2020,1,26,9.75,10.7
MARS,A D  25GM. CREAM,06/01/2020,1,8,16.69,18.08
ALKHUWAIR,BE PLUS 30G,12/02/2020,1,11,18.02,19.34
MABELLA1,Zovirax,05/02/2020,1,20,17.74,18.97
W/SALE,Lisinopril,14/02/2020,1,25,11.07,12.06
MSQ,Lisinopril,31/01/2020,1,21,11.07,12.06
HAIL,Risperdal,03/01/2020,1,26,9.75,10.7
ALKHUWAIR,A 5 MG TAB,01/01/2020,1,16,11.28,12.18
SHELL,Magne B6,02/01/2020,1,25,18.35,19.8
MSQ,Advil,01/02/2020,1,26,4.97,5.82
W/SALE,Miralax,30/01/2020,1,6,19.21,20.87
NOV 18TH,AL CREAM 15GM,02/02/2020,1,14,9.13,10.26
HAIL,A D  25GM. CREAM,23/01/2020,1,13,16.69,18.08
W/SALE,Lisinopril,17/01/2020,1,9,11.07,12.06
MARS,Magne B6,27/01/2020,1,1,18.35,19.8
SHELL,Miralax,24/01/2020,1,12,19.21,20.87
HAIL,Risperdal,01/01/2020,1,2,9.75,10.7
ALKHUWAIR,Magne B6,02/02/2020,1,26,18.35,19.8
MABELLA1,Visine,03/01/2020,1,1,6.63,7.56
MSQ,BON CREAM 15G,14/02/2020,1,11,7.93,8.87
MARS,Panadol,04/01/2020,1,16,2.1,2.9
SQGM,Emend,30/01/2020,1,6,3.42,4.2
MARS,A D  25GM. CREAM,06/01/2020,1,25,16.69,18.08
SQGM,Advil,17/02/2020,1,18,4.97,5.82
MABELLA1,A 5 MG TAB,04/01/2020,1,6,11.28,12.18
MABELLA1,NyQuill,02/01/2020,1,10,15.51,16.88
NOV 18TH,Lisinopril,04/02/2020,1,14,11.07,12.06
NOV 18TH,Lisinopril,10/01/2020,1,28,11.07,12.06
MARS,AL CREAM 15GM,21/01/2020,1,21,9.13,10.26
SQGM,Zoloft,24/01/2020,1,5,17.49,18.93
NOV 18TH,Lisinopril,25/01/2020,1,26,11.07,12.06
SHELL,AL CREAM 15GM,16/02/2020,1,26,9.13,10.26
W/SALE,Zovirax,17/02/2020,1,22,17.74,18.97
MARS,Lisinopril,21/01/2020,1,3,11.07,12.06
SQGM,AL CREAM 15GM,13/01/2020,1,20,9.13,10.26
MSQ,Advil,15/02/2020,1,7,4.97,5.82
ALKHUWAIR,Visine,13/01/2020,1,18,6.63,7.56
W/SALE,Lisinopril,17/02/2020,1,18,11.07,12.06
ALKHUWAIR,Zovirax,24/01/2020,1,1,17.74,18.97
MSQ,BON CREAM 15G,17/01/2020,1,5,7.93,8.87
ALKHUWAIR,Magne B6,24/01/2020,1,16,18.35,19.8
SHELL,AL CREAM 15GM,24/01/2020,1,21,9.13,10.26
HAIL,A 5 MG TAB,09/01/2020,1,22,11.28,12.18
ALKHUWAIR,BE PLUS 30G,14/02/2020,1,3,18.02,19.34
NOV 18TH,BON CREAM 15G,04/02/2020,1,10,7.93,8.87
MARS,Lisinopril,02/02/2020,1,14,11.07,12.06
NOV 18TH,Panadol,30/01/2020,1,11,2.1,2.9
W/SALE,Sebastian 20GM CREAM,05/02/2020,1,18,15.34,16.38
W/SALE,AL CREAM 15GM,09/02/2020,1,17,9.13,10.26
HAIL,BON CREAM 15G,02/02/2020,1,10,7.93,8.87
HAIL,Lisinopril,05/02/2020,1,4,11.07,12.06
SQGM,Magne B6,10/01/2020,1,7,18.35,19.8
W/SALE,Miralax,19/01/2020,1,12,19.21,20.87
MARS,Amaryl,11/02/2020,1,3,20.07,21.69
MARS,BON CREAM 15G,22/01/2020,1,13,7.93,8.87
NOV 18TH,Zoloft,18/01/2020,1,29,17.49,18.93
W/SALE,A 5 MG TAB,04/01/2020,1,19,11.28,12.18
MARS,NyQuill,06/02/2020,1,14,15.51,16.88
W/SALE,BE PLUS 30G,27/01/2020,1,18,18.02,19.34
ALKHUWAIR,Advil,14/02/2020,1,13,4.97,5.82
SQGM,Magne B6,08/01/2020,1,18,18.35,19.8
MSQ,A 5 MG TAB,09/02/2020,1,12,11.28,12.18
SQGM,Advil,08/02/2020,1,2,4.97,5.82
NOV 18TH,Risperdal,27/01/2020,1,24,9.75,10.7
HAIL,A 5 MG TAB,07/02/2020,1,11,11.28,12.18
HAIL,Zovirax,20/01/2020,1,16,17.74,18.97
W/SALE,BE PLUS 30G,01/02/2020,1,7,18.02,19.34
MABELLA1,A D  25GM. CREAM,26/01/2020,1,20,16.69,18.08
SQGM,Advil,13/01/2020,1,20,4.97,5.82
MSQ,Emend,27/01/2020,1,13,3.42,4.2
MABELLA1,Magne B6,14/01/2020,1,23,18.35,19.8
SHELL,Risperdal,29/01/2020,1,25,9.75,10.7
SQGM,Sebastian 20GM CREAM,10/01/2020,1,2,15.34,16.38
MSQ,BON CREAM 15G,06/01/2020,1,27,7.93,8.87
ALKHUWAIR,A D  25GM. CREAM,13/02/2020,1,6,16.69,18.08
MARS,BON CREAM 15G,26/01/2020,1,12,7.93,8.87
SHELL,Risperdal,07/01/2020,1,15,9.75,10.7
MABELLA1,Visine,15/02/2020,1,4,6.63,7.56
MABELLA1,Risperdal,06/01/2020,1,22,9.75,10.7
SHELL,A D  25GM. CREAM,04/02/2020,1,8,16.69,18.08
HAIL,NyQuill,06/01/2020,1,25,15.51,16.88
HAIL,Advil,15/01/2020,1,21,4.97,5.82
SHELL,Zoloft,12/02/2020,1,11,17.49,18.93
HAIL,A D  25GM. CREAM,19/01/2020,1,24,16.69,18.08
NOV 18TH,A 5 MG TAB,19/01/2020,1,1,11.28,12.18
NOV 18TH,Zovirax,30/01/2020,1,27,17.74,18.97
MSQ,Panadol,03/01/2020,1,26,2.1,2.9
NOV 18TH,Magne B6,12/02/2020,1,27,18.35,19.8
MABELLA1,AM 10 MG TAB,28/01/2020,1,15,11.41,12.67
W/SALE,A 5 MG TAB,26/01/2020,1,13,11.28,12.18
ALKHUWAIR,A 5 MG TAB,16/02/2020,1,2,11.28,12.18
MARS,Miralax,24/01/2020,1,10,19.21,20.87
NOV 18TH,Emend,22/01/2020,1,21,3.42,4.2
SHELL,Risperdal,02/01/2020,1,4,9.75,10.7
SHELL,Zoloft,15/02/2020,1,2,17.49,18.93
SQGM,Zovirax,12/02/2020,1,15,17.74,18.97
ALKHUWAIR,Visine,09/02/2020,1,28,6.63,7.56
MARS,Zoloft,17/02/2020,1,11,17.49,18.93
W/SALE,BE PLUS 30G,11/02/2020,1,7,18.02,19.34
W/SALE,Panadol,17/02/2020,1,1,2.1,2.9
SQGM,AM 10 MG TAB,09/01/2020,1,12,11.41,12.67
MSQ,Risperdal,23/01/2020,1,2,9.75,10.7
MABELLA1,Magne B6,21/01/2020,1,15,18.35,19.8
MABELLA1,Lisinopril,13/02/2020,1,4,11.07,12.06
MABELLA1,Zoloft,07/01/2020,1,17,17.49,18.93
MARS,Magne B6,23/01/2020,1,5,18.35,19.8
ALKHUWAIR,A 5 MG TAB,17/01/2020,1,19,11.28,12.18
MARS,Sebastian 20GM CREAM,04/01/2020,1,22,15.34,16.38
MSQ,AM 10 MG TAB,13/02/2020,1,10,11.41,12.67
SHELL,Magne B6,20/01/2020,1,10,18.35,19.8
MSQ,Panadol,27/01/2020,1,14,2.1,2.9
HAIL,BE PLUS 30G,10/01/2020,1,1,18.02,19.34
HAIL,Panadol,27/01/2020,1,6,2.1,2.9
NOV 18TH,Lisinopril,03/01/2020,1,24,11.07,12.06
MSQ,Zoloft,11/01/2020,1,27,17.49,18.93
SHELL,BE PLUS 30G,04/01/2020,1,16,18.02,19.34
NOV 18TH,AL CREAM 15GM,02/01/2020,1,11,9.13,10.26
MABELLA1,Risperdal,10/01/2020,1,20,9.75,10.7
NOV 18TH,Sebastian 20GM CREAM,17/02/2020,1,3,15.34,16.38
MSQ,Emend,23/01/2020,1,28,3.42,4.2
MSQ,A D  25GM. CREAM,16/01/2020,1,10,16.69,18.08
MABELLA1,Visine,15/02/2020,1,11,6.63,7.56
MABELLA1,Risperdal,14/02/2020,1,29,9.75,10.7
NOV 18TH,BE PLUS 30G,12/01/2020,1,2,18.02,19.34
SQGM,NyQuill,06/02/2020,1,10,15.51,16.88
MSQ,Lisinopril,09/02/2020,1,17,11.07,12.06
MARS,Zoloft,19/01/2020,1,22,17.49,18.93
W/SALE,Sebastian 20GM CREAM,01/02/2020,1,21,15.34,16.38
MABELLA1,Panadol,31/01/2020,1,23,2.1,2.9
ALKHUWAIR,NyQuill,05/02/2020,1,29,15.51,16.88
MABELLA1,Advil,16/02/2020,1,21,4.97,5.82
HAIL,BON CREAM 15G,01/01/2020,1,26,7.93,8.87
HAIL,Advil,15/02/2020,1,21,4.97,5.82
MABELLA1,Sebastian 20GM CREAM,06/02/2020,1,27,15.34,16.38
NOV 18TH,Visine,16/01/2020,1,16,6.63,7.56
SHELL,A 5 MG TAB,11/02/2020,1,7,11.28,12.18
ALKHUWAIR,Advil,16/02/2020,1,3,4.97,5.82
NOV 18TH,Lisinopril,05/02/2020,1,18,11.07,12.06
HAIL,Zoloft,09/01/2020,1,9,17.49,18.93
W/SALE,Advil,17/02/2020,1,24,4.97,5.82
W/SALE,BON CREAM 15G,09/02/2020,1,9,7.93,8.87
MSQ,Panadol,03/01/2020,1,5,2.1,2.9
MABELLA1,Risperdal,10/02/2020,1,11,9.75,10.7
W/SALE,Emend,10/01/2020,1,15,3.42,4.2
HAIL,BE PLUS 30G,05/01/2020,1,20,18.02,19.34
HAIL,Miralax,16/01/2020,1,3,19.21,20.87
ALKHUWAIR,Magne B6,04/01/2020,1,27,18.35,19.8
NOV 18TH,AL CREAM 15GM,01/02/2020,1,16,9.13,10.26
MSQ,A D  25GM. CREAM,02/01/2020,1,15,16.69,18.08
SHELL,Visine,25/01/2020,1,27,6.63,7.56
MARS,Visine,03/02/2020,1,1,6.63,7.56
ALKHUWAIR,Sebastian 20GM CREAM,01/01/2020,1,17,15.34,16.38
HAIL,A 5 MG TAB,06/01/2020,1,22,11.28,12.18
W/SALE,Emend,06/01/2020,1,20,3.42,4.2
HAIL,Miralax,30/01/2020,1,15,19.21,20.87
MSQ,Visine,16/01/2020,1,20,6.63,7.56
MSQ,Visine,23/01/2020,1,13,6.63,7.56
MABELLA1,Visine,06/01/2020,1,12,6.63,7.56
SQGM,Lisinopril,29/01/2020,1,19,11.07,12.06
MSQ,Zovirax,26/01/2020,1,7,17.74,18.97
W/SALE,A D  25GM. CREAM,15/02/2020,1,4,16.69,18.08
W/SALE,Amaryl,08/01/2020,1,13,20.07,21.69
MABELLA1,A D  25GM. CREAM,14/01/2020,1,6,16.69,18.08
NOV 18TH,BE PLUS 30G,01/02/2020,1,24,18.02,19.34
MARS,Sebastian 20GM CREAM,05/02/2020,1,8,15.34,16.38
MABELLA1,Miralax,31/01/2020,1,24,19.21,20.87
W/SALE,A D  25GM. CREAM,17/01/2020,1,22,16.69,18.08
MSQ,Emend,27/01/2020,1,22,3.42,4.2
MSQ,BON CREAM 15G,12/02/2020,1,17,7.93,8.87
MABELLA1,AM 10 MG TAB,10/02/2020,1,21,11.41,12.67
NOV 18TH,Advil,29/01/2020,1,24,4.97,5.82
ALKHUWAIR,Risperdal,25/01/2020,1,2,9.75,10.7
SHELL,Miralax,06/01/2020,1,28,19.21,20.87
HAIL,Amaryl,16/02/2020,1,3,20.07,21.69
SHELL,Advil,01/01/2020,1,3,4.97,5.82
MARS,Emend,04/01/2020,1,6,3.42,4.2
SQGM,NyQuill,02/01/2020,1,21,15.51,16.88
ALKHUWAIR,A 5 MG TAB,11/02/2020,1,29,11.28,12.18
SHELL,A D  25GM. CREAM,17/02/2020,1,27,16.69,18.08
NOV 18TH,AL CREAM 15GM,27/01/2020,1,25,9.13,10.26
SQGM,AL CREAM 15GM,15/02/2020,1,24,9.13,10.26
W/SALE,BE PLUS 30G,28/01/2020,1,20,18.02,19.34
HAIL,Visine,13/02/2020,1,16,6.63,7.56
HAIL,Amaryl,24/01/2020,1,14,20.07,21.69
SHELL,NyQuill,02/01/2020,1,5,15.51,16.88
MSQ,Amaryl,01/02/2020,1,10,20.07,21.69
NOV 18TH,Amaryl,08/01/2020,1,10,20.07,21.69
NOV 18TH,BE PLUS 30G,17/01/2020,1,8,18.02,19.34
MARS,BE PLUS 30G,07/01/2020,1,18,18.02,19.34
HAIL,Risperdal,06/02/2020,1,28,9.75,10.7
ALKHUWAIR,Zoloft,20/01/2020,1,20,17.49,18.93
W/SALE,BE PLUS 30G,19/01/2020,1,16,18.02,19.34
HAIL,Miralax,02/02/2020,1,13,19.21,20.87
W/SALE,Panadol,03/01/2020,1,2,2.1,2.9
HAIL,Advil,06/01/2020,1,15,4.97,5.82
W/SALE,Advil,04/02/2020,1,5,4.97,5.82
ALKHUWAIR,A 5 MG TAB,12/01/2020,1,22,11.28,12.18
MARS,BE PLUS 30G,23/01/2020,1,20,18.02,19.34
MABELLA1,A 5 MG TAB,21/01/2020,1,4,11.28,12.18
SHELL,AM 10 MG TAB,02/01/2020,1,29,11.41,12.67
SHELL,Zovirax,07/02/2020,1,18,17.74,18.97
MABELLA1,AL CREAM 15GM,13/01/2020,1,26,9.13,10.26
W/SALE,Zovirax,25/01/2020,1,11,17.74,18.97
NOV 18TH,Sebastian 20GM CREAM,27/01/2020,1,6,15.34,16.38
SQGM,Sebastian 20GM CREAM,14/02/2020,1,13,15.34,16.38
MSQ,A D  25GM. CREAM,31/01/2020,1,3,16.69,18.08
HAIL,Lisinopril,14/02/2020,1,13,11.07,12.06
MARS,Emend,12/02/2020,1,24,3.42,4.2
MARS,Advil,28/01/2020,1,26,4.97,5.82
NOV 18TH,Emend,06/01/2020,1,28,3.42,4.2
HAIL,Magne B6,21/01/2020,1,26,18.35,19.8
SQGM,Visine,23/01/2020,1,25,6.63,7.56
HAIL,Risperdal,27/01/2020,1,15,9.75,10.7
MABELLA1,BE PLUS 30G,29/01/2020,1,2,18.02,19.34
W/SALE,A 5 MG TAB,13/01/2020,1,6,11.28,12.18
MSQ,BON CREAM 15G,14/01/2020,1,10,7.93,8.87
SHELL,A D  25GM. CREAM,06/01/2020,1,25,16.69,18.08
W/SALE,Zovirax,02/01/2020,1,28,17.74,18.97
NOV 18TH,Zoloft,01/01/2020,1,17,17.49,18.93
NOV 18TH,Zovirax,13/02/2020,1,19,17.74,18.97
SHELL,AM 10 MG TAB,11/02/2020,1,4,11.41,12.67
MARS,Miralax,09/01/2020,1,4,19.21,20.87
ALKHUWAIR,NyQuill,21/01/2020,1,3,15.51,16.88
MABELLA1,BE PLUS 30G,27/01/2020,1,1,18.02,19.34
W/SALE,Risperdal,17/02/2020,1,9,9.75,10.7
SHELL,Magne B6,11/02/2020,1,18,18.35,19.8
MABELLA1,AM 10 MG TAB,22/01/2020,1,29,11.41,12.67
MABELLA1,BE PLUS 30G,08/02/2020,1,5,18.02,19.34
MABELLA1,Panadol,02/02/2020,1,18,2.1,2.9
SQGM,BE PLUS 30G,12/01/2020,1,8,18.02,19.34
MARS,Magne B6,30/01/2020,1,8,18.35,19.8
HAIL,BE PLUS 30G,17/02/2020,1,26,18.02,19.34
ALKHUWAIR,A D  25GM. CREAM,11/01/2020,1,23,16.69,18.08
SQGM,Lisinopril,13/02/2020,1,27,11.07,12.06
NOV 18TH,Risperdal,27/01/2020,1,11,9.75,10.7
ALKHUWAIR,Magne B6,12/02/2020,1,28,18.35,19.8
NOV 18TH,Panadol,18/01/2020,1,28,2.1,2.9
SHELL,Risperdal,08/02/2020,1,1,9.75,10.7
SHELL,Risperdal,24/01/2020,1,3,9.75,10.7
MSQ,Emend,04/02/2020,1,16,3.42,4.2
MABELLA1,Visine,05/01/2020,1,18,6.63,7.56
MARS,Visine,01/02/2020,1,19,6.63,7.56
W/SALE,BE PLUS 30G,11/01/2020,1,18,18.02,19.34
ALKHUWAIR,Risperdal,07/02/2020,1,4,9.75,10.7
SQGM,Magne B6,02/02/2020,1,1,18.35,19.8
HAIL,Visine,17/02/2020,1,7,6.63,7.56
W/SALE,AL CREAM 15GM,13/02/2020,1,12,9.13,10.26
MABELLA1,AM 10 MG TAB,17/01/2020,1,21,11.41,12.67
W/SALE,Magne B6,26/01/2020,1,6,18.35,19.8
SQGM,BE PLUS 30G,07/01/2020,1,19,18.02,19.34
ALKHUWAIR,Amaryl,12/01/2020,1,1,20.07,21.69
MARS,Sebastian 20GM CREAM,12/02/2020,1,14,15.34,16.38
NOV 18TH,A 5 MG TAB,13/01/2020,1,11,11.28,12.18
SHELL,A 5 MG TAB,12/02/2020,1,16,11.28,12.18
SQGM,Zoloft,01/02/2020,1,16,17.49,18.93
W/SALE,Visine,24/01/2020,1,28,6.63,7.56
NOV 18TH,BON CREAM 15G,28/01/2020,1,25,7.93,8.87
NOV 18TH,AM 10 MG TAB,07/02/2020,1,6,11.41,12.67
MSQ,Advil,24/01/2020,1,2,4.97,5.82
MABELLA1,Zovirax,27/01/2020,1,8,17.74,18.97
SQGM,AM 10 MG TAB,08/01/2020,1,2,11.41,12.67
MSQ,Emend,12/01/2020,1,8,3.42,4.2
NOV 18TH,AM 10 MG TAB,04/01/2020,1,13,11.41,12.67
W/SALE,AL CREAM 15GM,06/01/2020,1,3,9.13,10.26
MSQ,Risperdal,31/01/2020,1,22,9.75,10.7
MSQ,Risperdal,10/02/2020,1,17,9.75,10.7
W/SALE,A 5 MG TAB,03/01/2020,1,26,11.28,12.18
NOV 18TH,BON CREAM 15G,16/01/2020,1,28,7.93,8.87
W/SALE,Lisinopril,02/01/2020,1,26,11.07,12.06
SHELL,AM 10 MG TAB,02/02/2020,1,15,11.41,12.67
ALKHUWAIR,Magne B6,14/02/2020,1,24,18.35,19.8
ALKHUWAIR,Emend,12/01/2020,1,18,3.42,4.2
MARS,Panadol,28/01/2020,1,5,2.1,2.9
SHELL,Risperdal,04/02/2020,1,3,9.75,10.7
MSQ,A D  25GM. CREAM,01/01/2020,1,12,16.69,18.08
MARS,Emend,24/01/2020,1,20,3.42,4.2
MABELLA1,Panadol,06/02/2020,1,9,2.1,2.9
ALKHUWAIR,Amaryl,16/02/2020,1,19,20.07,21.69
MARS,A D  25GM. CREAM,14/01/2020,1,26,16.69,18.08
ALKHUWAIR,Advil,21/01/2020,1,12,4.97,5.82
NOV 18TH,A D  25GM. CREAM,07/02/2020,1,26,16.69,18.08
SQGM,Amaryl,15/01/2020,1,28,20.07,21.69
MSQ,AM 10 MG TAB,02/01/2020,1,22,11.41,12.67
MARS,A D  25GM. CREAM,26/01/2020,1,12,16.69,18.08
SQGM,AL CREAM 15GM,11/02/2020,1,25,9.13,10.26
W/SALE,AM 10 MG TAB,28/01/2020,1,11,11.41,12.67
SHELL,Visine,13/02/2020,1,13,6.63,7.56
W/SALE,Advil,09/01/2020,1,9,4.97,5.82
MSQ,A 5 MG TAB,06/01/2020,1,19,11.28,12.18
HAIL,NyQuill,27/01/2020,1,5,15.51,16.88
MSQ,Zovirax,18/01/2020,1,3,17.74,18.97
ALKHUWAIR,Zoloft,17/01/2020,1,17,17.49,18.93
MSQ,BE PLUS 30G,04/01/2020,1,21,18.02,19.34
W/SALE,A D  25GM. CREAM,07/01/2020,1,2,16.69,18.08
HAIL,Visine,12/02/2020,1,19,6.63,7.56
MABELLA1,Emend,06/02/2020,1,15,3.42,4.2
SHELL,Miralax,14/01/2020,1,7,19.21,20.87
NOV 18TH,A 5 MG TAB,04/02/2020,1,10,11.28,12.18
W/SALE,Zoloft,07/02/2020,1,8,17.49,18.93
SHELL,BE PLUS 30G,15/02/2020,1,16,18.02,19.34
MSQ,Miralax,14/01/2020,1,2,19.21,20.87
HAIL,Advil,03/02/2020,1,7,4.97,5.82
SHELL,Sebastian 20GM CREAM,24/01/2020,1,17,15.34,16.38
MABELLA1,NyQuill,12/02/2020,1,12,15.51,16.88
MSQ,AL CREAM 15GM,26/01/2020,1,9,9.13,10.26
MARS,A D  25GM. CREAM,22/01/2020,1,24,16.69,18.08
SHELL,AM 10 MG TAB,23/01/2020,1,5,11.41,12.67
MABELLA1,Advil,22/01/2020,1,26,4.97,5.82
W/SALE,A 5 MG TAB,02/01/2020,1,6,11.28,12.18
SHELL,Emend,08/02/2020,1,9,3.42,4.2
SQGM,Visine,10/01/2020,1,5,6.63,7.56
SHELL,Miralax,10/01/2020,1,14,19.21,20.87
SHELL,Amaryl,17/02/2020,1,16,20.07,21.69
NOV 18TH,Magne B6,10/02/2020,1,5,18.35,19.8
MABELLA1,BON CREAM 15G,17/02/2020,1,9,7.93,8.87
HAIL,Panadol,13/01/2020,1,5,2.1,2.9
MARS,Lisinopril,06/01/2020,1,20,11.07,12.06
NOV 18TH,Emend,30/01/2020,1,19,3.42,4.2
W/SALE,A 5 MG TAB,09/02/2020,1,6,11.28,12.18
NOV 18TH,Sebastian 20GM CREAM,15/01/2020,1,4,15.34,16.38
ALKHUWAIR,Amaryl,15/02/2020,1,5,20.07,21.69
MABELLA1,Advil,25/01/2020,1,2,4.97,5.82
W/SALE,A D  25GM. CREAM,26/01/2020,1,28,16.69,18.08
MARS,A D  25GM. CREAM,03/02/2020,1,23,16.69,18.08
MABELLA1,Visine,27/01/2020,1,23,6.63,7.56
MSQ,BON CREAM 15G,21/01/2020,1,5,7.93,8.87
MARS,Lisinopril,17/01/2020,1,12,11.07,12.06
