Departmant,Item,Tdate,TypeID,Qty,Cost,Rate
MARS,Risperdal,14/02/2020,1,13,0.975,1.07
MARS,Advil,04/01/2020,1,26,0.497,0.582
HAIL,Amaryl,11/02/2020,1,25,2.007,2.169
MABELLA1,AL CREAM 15GM,15/02/2020,1,22,0.913,1.026
NOV 18TH,BON CREAM 15G,17/02/2020,1,25,0.793,0.887
MABELLA1,NyQuill,12/02/2020,1,28,1.551,1.688
MABELLA1,AM 10 MG TAB,31/01/2020,1,18,1.141,1.267
W/SALE,BON CREAM 15G,16/01/2020,1,4,0.793,0.887
SHELL,Emend,09/01/2020,1,10,0.342,0.42
SQGM,AL CREAM 15GM,15/02/2020,1,24,0.913,1.026
SHELL,Advil,14/02/2020,1,9,0.497,0.582
SQGM,BON CREAM 15G,16/01/2020,1,5,0.793,0.887
MABELLA1,BE PLUS 30G,04/01/2020,1,3,1.802,1.934
SHELL,Magne B6,30/01/2020,1,7,1.835,1.98
SHELL,NyQuill,31/01/2020,1,12,1.551,1.688
ALKHUWAIR,Zoloft,13/02/2020,1,16,1.749,1.893
MSQ,BE PLUS 30G,24/01/2020,1,10,1.802,1.934
MABELLA1,Visine,15/02/2020,1,15,0.663,0.756
MABELLA1,Zovirax,09/01/2020,1,18,1.774,1.897
SHELL,Amaryl,05/01/2020,1,25,2.007,2.169
HAIL,Visine,03/02/2020,1,22,0.663,0.756
W/SALE,Zoloft,05/01/2020,1,1,1.749,1.893
SQGM,A 5 MG TAB,06/01/2020,1,6,1.128,1.218
HAIL,Risperdal,13/01/2020,1,26,0.975,1.07
MABELLA1,Risperdal,28/01/2020,1,25,0.975,1.07
W/SALE,Sebastian 20GM CREAM,15/01/2020,1,25,1.534,1.638
ALKHUWAIR,Lisinopril,11/02/2020,1,1,1.107,1.206
SHELL,Sebastian 20GM CREAM,08/02/2020,1,19,1.534,1.638
W/SALE,AM 10 MG TAB,17/01/2020,1,9,1.141,1.267
HAIL,Amaryl,09/02/2020,1,7,2.007,2.169
ALKHUWAIR,BE PLUS 30G,03/01/2020,1,29,1.802,1.934
SHELL,Visine,28/01/2020,1,9,0.663,0.756
HAIL,BON CREAM 15G,05/02/2020,1,19,0.793,0.887
MARS,Zovirax,08/02/2020,1,24,1.774,1.897
NOV 18TH,Emend,13/01/2020,1,6,0.342,0.42
W/SALE,Visine,11/01/2020,1,24,0.663,0.756
HAIL,Zoloft,30/01/2020,1,14,1.749,1.893
MARS,Risperdal,08/02/2020,1,26,0.975,1.07
SQGM,AL CREAM 15GM,09/02/2020,1,2,0.913,1.026
MABELLA1,Advil,16/01/2020,1,8,0.497,0.582
NOV 18TH,Zoloft,12/01/2020,1,20,1.749,1.893
W/SALE,BE PLUS 30G,21/01/2020,1,8,1.802,1.934
W/SALE,AL CREAM 15GM,20/01/2020,1,18,0.913,1.026
NOV 18TH,NyQuill,29/01/2020,1,23,1.551,1.688
MABELLA1,NyQuill,22/01/2020,1,4,1.551,1.688
ALKHUWAIR,BE PLUS 30G,08/01/2020,1,5,1.802,1.934
MARS,A D  25GM. CREAM,07/01/2020,1,18,1.669,1.808
NOV 18TH,Zovirax,06/01/2020,1,29,1.774,1.897
ALKHUWAIR,AL CREAM 15GM,23/01/2020,1,10,0.913,1.026
MSQ,BON CREAM 15G,18/01/2020,1,15,0.793,0.887
W/SALE,Advil,17/01/2020,1,15,0.497,0.582
SQGM,Lisinopril,04/01/2020,1,2,1.107,1.206
W/SALE,AL CREAM 15GM,02/02/2020,1,16,0.913,1.026
W/SALE,BE PLUS 30G,15/01/2020,1,16,1.802,1.934
W/SALE,Zovirax,05/02/2020,1,25,1.774,1.897
NOV 18TH,AM 10 MG TAB,11/01/2020,1,12,1.141,1.267
SQGM,AL CREAM 15GM,06/02/2020,1,21,0.913,1.026
HAIL,BON CREAM 15G,20/01/2020,1,7,0.793,0.887
HAIL,Miralax,10/02/2020,1,21,1.921,2.087
SHELL,Risperdal,11/01/2020,1,27,0.975,1.07
W/SALE,Lisinopril,28/01/2020,1,19,1.107,1.206
HAIL,Lisinopril,15/01/2020,1,17,1.107,1.206
NOV 18TH,Miralax,01/01/2020,1,19,1.921,2.087
SQGM,Advil,09/02/2020,1,25,0.497,0.582
MSQ,BON CREAM 15G,11/01/2020,1,22,0.793,0.887
MABELLA1,NyQuill,04/01/2020,1,2,1.551,1.688
MSQ,Zoloft,21/01/2020,1,12,1.749,1.893
SHELL,Zovirax,08/01/2020,1,19,1.774,1.897
SQGM,Emend,17/01/2020,1,3,0.342,0.42
SQGM,Sebastian 20GM CREAM,23/01/2020,1,28,1.534,1.638
NOV 18TH,NyQuill,28/01/2020,1,6,1.551,1.688
MSQ,Sebastian 20GM CREAM,07/01/2020,1,15,1.534,1.638
MABELLA1,Magne B6,06/02/2020,1,22,1.835,1.98
ALKHUWAIR,BON CREAM 15G,16/01/2020,1,17,0.793,0.887
MABELLA1,Risperdal,02/01/2020,1,5,0.975,1.07
MSQ,Panadol,10/02/2020,1,17,0.21,0.29
NOV 18TH,AM 10 MG TAB,08/01/2020,1,14,1.141,1.267
SQGM,Amaryl,21/01/2020,1,19,2.007,2.169
SHELL,A 5 MG TAB,11/01/2020,1,13,1.128,1.218
NOV 18TH,Miralax,13/01/2020,1,28,1.921,2.087
MSQ,Emend,13/01/2020,1,26,0.342,0.42
MABELLA1,Amaryl,27/01/2020,1,6,2.007,2.169
ALKHUWAIR,NyQuill,11/01/2020,1,17,1.551,1.688
HAIL,Zoloft,08/01/2020,1,17,1.749,1.893
SHELL,BE PLUS 30G,07/02/2020,1,25,1.802,1.934
MSQ,NyQuill,16/01/2020,1,6,1.551,1.688
MABELLA1,Risperdal,23/01/2020,1,15,0.975,1.07
ALKHUWAIR,AL CREAM 15GM,02/02/2020,1,1,0.913,1.026
MARS,BE PLUS 30G,12/01/2020,1,25,1.802,1.934
MSQ,Sebastian 20GM CREAM,12/02/2020,1,4,1.534,1.638
HAIL,Lisinopril,15/01/2020,1,25,1.107,1.206
MABELLA1,Miralax,09/02/2020,1,11,1.921,2.087
MARS,BON CREAM 15G,07/02/2020,1,15,0.793,0.887
ALKHUWAIR,Zovirax,27/01/2020,1,1,1.774,1.897
MSQ,A D  25GM. CREAM,25/01/2020,1,13,1.669,1.808
MSQ,Miralax,07/02/2020,1,24,1.921,2.087
MARS,Zovirax,02/01/2020,1,27,1.774,1.897
MSQ,Risperdal,13/01/2020,1,18,0.975,1.07
SHELL,Sebastian 20GM CREAM,02/02/2020,1,26,1.534,1.638
MABELLA1,Risperdal,04/02/2020,1,26,0.975,1.07
MARS,A D  25GM. CREAM,06/01/2020,1,8,1.669,1.808
ALKHUWAIR,BE PLUS 30G,12/02/2020,1,11,1.802,1.934
MABELLA1,Zovirax,05/02/2020,1,20,1.774,1.897
W/SALE,Lisinopril,14/02/2020,1,25,1.107,1.206
MSQ,Lisinopril,31/01/2020,1,21,1.107,1.206
HAIL,Risperdal,03/01/2020,1,26,0.975,1.07
ALKHUWAIR,A 5 MG TAB,01/01/2020,1,16,1.128,1.218
SHELL,Magne B6,02/01/2020,1,25,1.835,1.98
MSQ,Advil,01/02/2020,1,26,0.497,0.582
W/SALE,Miralax,30/01/2020,1,6,1.921,2.087
NOV 18TH,AL CREAM 15GM,02/02/2020,1,14,0.913,1.026
HAIL,A D  25GM. CREAM,23/01/2020,1,13,1.669,1.808
W/SALE,Lisinopril,17/01/2020,1,9,1.107,1.206
MARS,Magne B6,27/01/2020,1,1,1.835,1.98
SHELL,Miralax,24/01/2020,1,12,1.921,2.087
HAIL,Risperdal,01/01/2020,1,2,0.975,1.07
ALKHUWAIR,Magne B6,02/02/2020,1,26,1.835,1.98
MABELLA1,Visine,03/01/2020,1,1,0.663,0.756
MSQ,BON CREAM 15G,14/02/2020,1,11,0.793,0.887
MARS,Panadol,04/01/2020,1,16,0.21,0.29
SQGM,Emend,30/01/2020,1,6,0.342,0.42
MARS,A D  25GM. CREAM,06/01/2020,1,25,1.669,1.808
SQGM,Advil,17/02/2020,1,18,0.497,0.582
MABELLA1,A 5 MG TAB,04/01/2020,1,6,1.128,1.218
MABELLA1,NyQuill,02/01/2020,1,10,1.551,1.688
NOV 18TH,Lisinopril,04/02/2020,1,14,1.107,1.206
NOV 18TH,Lisinopril,10/01/2020,1,28,1.107,1.206
MARS,AL CREAM 15GM,21/01/2020,1,21,0.913,1.026
SQGM,Zoloft,24/01/2020,1,5,1.749,1.893
NOV 18TH,Lisinopril,25/01/2020,1,26,1.107,1.206
SHELL,AL CREAM 15GM,16/02/2020,1,26,0.913,1.026
W/SALE,Zovirax,17/02/2020,1,22,1.774,1.897
MARS,Lisinopril,21/01/2020,1,3,1.107,1.206
SQGM,AL CREAM 15GM,13/01/2020,1,20,0.913,1.026
MSQ,Advil,15/02/2020,1,7,0.497,0.582
ALKHUWAIR,Visine,13/01/2020,1,18,0.663,0.756
W/SALE,Lisinopril,17/02/2020,1,18,1.107,1.206
ALKHUWAIR,Zovirax,24/01/2020,1,1,1.774,1.897
MSQ,BON CREAM 15G,17/01/2020,1,5,0.793,0.887
ALKHUWAIR,Magne B6,24/01/2020,1,16,1.835,1.98
SHELL,AL CREAM 15GM,24/01/2020,1,21,0.913,1.026
HAIL,A 5 MG TAB,09/01/2020,1,22,1.128,1.218
ALKHUWAIR,BE PLUS 30G,14/02/2020,1,3,1.802,1.934
NOV 18TH,BON CREAM 15G,04/02/2020,1,10,0.793,0.887
MARS,Lisinopril,02/02/2020,1,14,1.107,1.206
NOV 18TH,Panadol,30/01/2020,1,11,0.21,0.29
W/SALE,Sebastian 20GM CREAM,05/02/2020,1,18,1.534,1.638
W/SALE,AL CREAM 15GM,09/02/2020,1,17,0.913,1.026
HAIL,BON CREAM 15G,02/02/2020,1,10,0.793,0.887
HAIL,Lisinopril,05/02/2020,1,4,1.107,1.206
SQGM,Magne B6,10/01/2020,1,7,1.835,1.98
W/SALE,Miralax,19/01/2020,1,12,1.921,2.087
MARS,Amaryl,11/02/2020,1,3,2.007,2.169
MARS,BON CREAM 15G,22/01/2020,1,13,0.793,0.887
NOV 18TH,Zoloft,18/01/2020,1,29,1.749,1.893
W/SALE,A 5 MG TAB,04/01/2020,1,19,1.128,1.218
MARS,NyQuill,06/02/2020,1,14,1.551,1.688
W/SALE,BE PLUS 30G,27/01/2020,1,18,1.802,1.934
ALKHUWAIR,Advil,14/02/2020,1,13,0.497,0.582
SQGM,Magne B6,08/01/2020,1,18,1.835,1.98
MSQ,A 5 MG TAB,09/02/2020,1,12,1.128,1.218
SQGM,Advil,08/02/2020,1,2,0.497,0.582
NOV 18TH,Risperdal,27/01/2020,1,24,0.975,1.07
HAIL,A 5 MG TAB,07/02/2020,1,11,1.128,1.218
HAIL,Zovirax,20/01/2020,1,16,1.774,1.897
W/SALE,BE PLUS 30G,01/02/2020,1,7,1.802,1.934
MABELLA1,A D  25GM. CREAM,26/01/2020,1,20,1.669,1.808
SQGM,Advil,13/01/2020,1,20,0.497,0.582
MSQ,Emend,27/01/2020,1,13,0.342,0.42
MABELLA1,Magne B6,14/01/2020,1,23,1.835,1.98
SHELL,Risperdal,29/01/2020,1,25,0.975,1.07
SQGM,Sebastian 20GM CREAM,10/01/2020,1,2,1.534,1.638
MSQ,BON CREAM 15G,06/01/2020,1,27,0.793,0.887
ALKHUWAIR,A D  25GM. CREAM,13/02/2020,1,6,1.669,1.808
MARS,BON CREAM 15G,26/01/2020,1,12,0.793,0.887
SHELL,Risperdal,07/01/2020,1,15,0.975,1.07
MABELLA1,Visine,15/02/2020,1,4,0.663,0.756
MABELLA1,Risperdal,06/01/2020,1,22,0.975,1.07
SHELL,A D  25GM. CREAM,04/02/2020,1,8,1.669,1.808
HAIL,NyQuill,06/01/2020,1,25,1.551,1.688
HAIL,Advil,15/01/2020,1,21,0.497,0.582
SHELL,Zoloft,12/02/2020,1,11,1.749,1.893
HAIL,A D  25GM. CREAM,19/01/2020,1,24,1.669,1.808
NOV 18TH,A 5 MG TAB,19/01/2020,1,1,1.128,1.218
NOV 18TH,Zovirax,30/01/2020,1,27,1.774,1.897
MSQ,Panadol,03/01/2020,1,26,0.21,0.29
NOV 18TH,Magne B6,12/02/2020,1,27,1.835,1.98
MABELLA1,AM 10 MG TAB,28/01/2020,1,15,1.141,1.267
W/SALE,A 5 MG TAB,26/01/2020,1,13,1.128,1.218
ALKHUWAIR,A 5 MG TAB,16/02/2020,1,2,1.128,1.218
MARS,Miralax,24/01/2020,1,10,1.921,2.087
NOV 18TH,Emend,22/01/2020,1,21,0.342,0.42
SHELL,Risperdal,02/01/2020,1,4,0.975,1.07
SHELL,Zoloft,15/02/2020,1,2,1.749,1.893
SQGM,Zovirax,12/02/2020,1,15,1.774,1.897
ALKHUWAIR,Visine,09/02/2020,1,28,0.663,0.756
MARS,Zoloft,17/02/2020,1,11,1.749,1.893
W/SALE,BE PLUS 30G,11/02/2020,1,7,1.802,1.934
W/SALE,Panadol,17/02/2020,1,1,0.21,0.29
SQGM,AM 10 MG TAB,09/01/2020,1,12,1.141,1.267
MSQ,Risperdal,23/01/2020,1,2,0.975,1.07
MABELLA1,Magne B6,21/01/2020,1,15,1.835,1.98
MABELLA1,Lisinopril,13/02/2020,1,4,1.107,1.206
MABELLA1,Zoloft,07/01/2020,1,17,1.749,1.893
MARS,Magne B6,23/01/2020,1,5,1.835,1.98
ALKHUWAIR,A 5 MG TAB,17/01/2020,1,19,1.128,1.218
MARS,Sebastian 20GM CREAM,04/01/2020,1,22,1.534,1.638
MSQ,AM 10 MG TAB,13/02/2020,1,10,1.141,1.267
SHELL,Magne B6,20/01/2020,1,10,1.835,1.98
MSQ,Panadol,27/01/2020,1,14,0.21,0.29
HAIL,BE PLUS 30G,10/01/2020,1,1,1.802,1.934
HAIL,Panadol,27/01/2020,1,6,0.21,0.29
NOV 18TH,Lisinopril,03/01/2020,1,24,1.107,1.206
MSQ,Zoloft,11/01/2020,1,27,1.749,1.893
SHELL,BE PLUS 30G,04/01/2020,1,16,1.802,1.934
NOV 18TH,AL CREAM 15GM,02/01/2020,1,11,0.913,1.026
MABELLA1,Risperdal,10/01/2020,1,20,0.975,1.07
NOV 18TH,Sebastian 20GM CREAM,17/02/2020,1,3,1.534,1.638
MSQ,Emend,23/01/2020,1,28,0.342,0.42
MSQ,A D  25GM. CREAM,16/01/2020,1,10,1.669,1.808
MABELLA1,Visine,15/02/2020,1,11,0.663,0.756
MABELLA1,Risperdal,14/02/2020,1,29,0.975,1.07
NOV 18TH,BE PLUS 30G,12/01/2020,1,2,1.802,1.934
SQGM,NyQuill,06/02/2020,1,10,1.551,1.688
MSQ,Lisinopril,09/02/2020,1,17,1.107,1.206
MARS,Zoloft,19/01/2020,1,22,1.749,1.893
W/SALE,Sebastian 20GM CREAM,01/02/2020,1,21,1.534,1.638
MABELLA1,Panadol,31/01/2020,1,23,0.21,0.29
ALKHUWAIR,NyQuill,05/02/2020,1,29,1.551,1.688
MABELLA1,Advil,16/02/2020,1,21,0.497,0.582
HAIL,BON CREAM 15G,01/01/2020,1,26,0.793,0.887
HAIL,Advil,15/02/2020,1,21,0.497,0.582
MABELLA1,Sebastian 20GM CREAM,06/02/2020,1,27,1.534,1.638
NOV 18TH,Visine,16/01/2020,1,16,0.663,0.756
SHELL,A 5 MG TAB,11/02/2020,1,7,1.128,1.218
ALKHUWAIR,Advil,16/02/2020,1,3,0.497,0.582
NOV 18TH,Lisinopril,05/02/2020,1,18,1.107,1.206
HAIL,Zoloft,09/01/2020,1,9,1.749,1.893
W/SALE,Advil,17/02/2020,1,24,0.497,0.582
W/SALE,BON CREAM 15G,09/02/2020,1,9,0.793,0.887
MSQ,Panadol,03/01/2020,1,5,0.21,0.29
MABELLA1,Risperdal,10/02/2020,1,11,0.975,1.07
W/SALE,Emend,10/01/2020,1,15,0.342,0.42
HAIL,BE PLUS 30G,05/01/2020,1,20,1.802,1.934
HAIL,Miralax,16/01/2020,1,3,1.921,2.087
ALKHUWAIR,Magne B6,04/01/2020,1,27,1.835,1.98
NOV 18TH,AL CREAM 15GM,01/02/2020,1,16,0.913,1.026
MSQ,A D  25GM. CREAM,02/01/2020,1,15,1.669,1.808
SHELL,Visine,25/01/2020,1,27,0.663,0.756
MARS,Visine,03/02/2020,1,1,0.663,0.756
ALKHUWAIR,Sebastian 20GM CREAM,01/01/2020,1,17,1.534,1.638
HAIL,A 5 MG TAB,06/01/2020,1,22,1.128,1.218
W/SALE,Emend,06/01/2020,1,20,0.342,0.42
HAIL,Miralax,30/01/2020,1,15,1.921,2.087
MSQ,Visine,16/01/2020,1,20,0.663,0.756
MSQ,Visine,23/01/2020,1,13,0.663,0.756
MABELLA1,Visine,06/01/2020,1,12,0.663,0.756
SQGM,Lisinopril,29/01/2020,1,19,1.107,1.206
MSQ,Zovirax,26/01/2020,1,7,1.774,1.897
W/SALE,A D  25GM. CREAM,15/02/2020,1,4,1.669,1.808
W/SALE,Amaryl,08/01/2020,1,13,2.007,2.169
MABELLA1,A D  25GM. CREAM,14/01/2020,1,6,1.669,1.808
NOV 18TH,BE PLUS 30G,01/02/2020,1,24,1.802,1.934
MARS,Sebastian 20GM CREAM,05/02/2020,1,8,1.534,1.638
MABELLA1,Miralax,31/01/2020,1,24,1.921,2.087
W/SALE,A D  25GM. CREAM,17/01/2020,1,22,1.669,1.808
MSQ,Emend,27/01/2020,1,22,0.342,0.42
MSQ,BON CREAM 15G,12/02/2020,1,17,0.793,0.887
MABELLA1,AM 10 MG TAB,10/02/2020,1,21,1.141,1.267
NOV 18TH,Advil,29/01/2020,1,24,0.497,0.582
ALKHUWAIR,Risperdal,25/01/2020,1,2,0.975,1.07
SHELL,Miralax,06/01/2020,1,28,1.921,2.087
HAIL,Amaryl,16/02/2020,1,3,2.007,2.169
SHELL,Advil,01/01/2020,1,3,0.497,0.582
MARS,Emend,04/01/2020,1,6,0.342,0.42
SQGM,NyQuill,02/01/2020,1,21,1.551,1.688
ALKHUWAIR,A 5 MG TAB,11/02/2020,1,29,1.128,1.218
SHELL,A D  25GM. CREAM,17/02/2020,1,27,1.669,1.808
NOV 18TH,AL CREAM 15GM,27/01/2020,1,25,0.913,1.026
SQGM,AL CREAM 15GM,15/02/2020,1,24,0.913,1.026
W/SALE,BE PLUS 30G,28/01/2020,1,20,1.802,1.934
HAIL,Visine,13/02/2020,1,16,0.663,0.756
HAIL,Amaryl,24/01/2020,1,14,2.007,2.169
SHELL,NyQuill,02/01/2020,1,5,1.551,1.688
MSQ,Amaryl,01/02/2020,1,10,2.007,2.169
NOV 18TH,Amaryl,08/01/2020,1,10,2.007,2.169
NOV 18TH,BE PLUS 30G,17/01/2020,1,8,1.802,1.934
MARS,BE PLUS 30G,07/01/2020,1,18,1.802,1.934
HAIL,Risperdal,06/02/2020,1,28,0.975,1.07
ALKHUWAIR,Zoloft,20/01/2020,1,20,1.749,1.893
W/SALE,BE PLUS 30G,19/01/2020,1,16,1.802,1.934
HAIL,Miralax,02/02/2020,1,13,1.921,2.087
W/SALE,Panadol,03/01/2020,1,2,0.21,0.29
HAIL,Advil,06/01/2020,1,15,0.497,0.582
W/SALE,Advil,04/02/2020,1,5,0.497,0.582
ALKHUWAIR,A 5 MG TAB,12/01/2020,1,22,1.128,1.218
MARS,BE PLUS 30G,23/01/2020,1,20,1.802,1.934
MABELLA1,A 5 MG TAB,21/01/2020,1,4,1.128,1.218
SHELL,AM 10 MG TAB,02/01/2020,1,29,1.141,1.267
SHELL,Zovirax,07/02/2020,1,18,1.774,1.897
MABELLA1,AL CREAM 15GM,13/01/2020,1,26,0.913,1.026
W/SALE,Zovirax,25/01/2020,1,11,1.774,1.897
NOV 18TH,Sebastian 20GM CREAM,27/01/2020,1,6,1.534,1.638
SQGM,Sebastian 20GM CREAM,14/02/2020,1,13,1.534,1.638
MSQ,A D  25GM. CREAM,31/01/2020,1,3,1.669,1.808
HAIL,Lisinopril,14/02/2020,1,13,1.107,1.206
MARS,Emend,12/02/2020,1,24,0.342,0.42
MARS,Advil,28/01/2020,1,26,0.497,0.582
NOV 18TH,Emend,06/01/2020,1,28,0.342,0.42
HAIL,Magne B6,21/01/2020,1,26,1.835,1.98
SQGM,Visine,23/01/2020,1,25,0.663,0.756
HAIL,Risperdal,27/01/2020,1,15,0.975,1.07
MABELLA1,BE PLUS 30G,29/01/2020,1,2,1.802,1.934
W/SALE,A 5 MG TAB,13/01/2020,1,6,1.128,1.218
MSQ,BON CREAM 15G,14/01/2020,1,10,0.793,0.887
SHELL,A D  25GM. CREAM,06/01/2020,1,25,1.669,1.808
W/SALE,Zovirax,02/01/2020,1,28,1.774,1.897
NOV 18TH,Zoloft,01/01/2020,1,17,1.749,1.893
NOV 18TH,Zovirax,13/02/2020,1,19,1.774,1.897
SHELL,AM 10 MG TAB,11/02/2020,1,4,1.141,1.267
MARS,Miralax,09/01/2020,1,4,1.921,2.087
ALKHUWAIR,NyQuill,21/01/2020,1,3,1.551,1.688
MABELLA1,BE PLUS 30G,27/01/2020,1,1,1.802,1.934
W/SALE,Risperdal,17/02/2020,1,9,0.975,1.07
SHELL,Magne B6,11/02/2020,1,18,1.835,1.98
MABELLA1,AM 10 MG TAB,22/01/2020,1,29,1.141,1.267
MABELLA1,BE PLUS 30G,08/02/2020,1,5,1.802,1.934
MABELLA1,Panadol,02/02/2020,1,18,0.21,0.29
SQGM,BE PLUS 30G,12/01/2020,1,8,1.802,1.934
MARS,Magne B6,30/01/2020,1,8,1.835,1.98
HAIL,BE PLUS 30G,17/02/2020,1,26,1.802,1.934
ALKHUWAIR,A D  25GM. CREAM,11/01/2020,1,23,1.669,1.808
SQGM,Lisinopril,13/02/2020,1,27,1.107,1.206
NOV 18TH,Risperdal,27/01/2020,1,11,0.975,1.07
ALKHUWAIR,Magne B6,12/02/2020,1,28,1.835,1.98
NOV 18TH,Panadol,18/01/2020,1,28,0.21,0.29
SHELL,Risperdal,08/02/2020,1,1,0.975,1.07
SHELL,Risperdal,24/01/2020,1,3,0.975,1.07
MSQ,Emend,04/02/2020,1,16,0.342,0.42
MABELLA1,Visine,05/01/2020,1,18,0.663,0.756
MARS,Visine,01/02/2020,1,19,0.663,0.756
W/SALE,BE PLUS 30G,11/01/2020,1,18,1.802,1.934
ALKHUWAIR,Risperdal,07/02/2020,1,4,0.975,1.07
SQGM,Magne B6,02/02/2020,1,1,1.835,1.98
HAIL,Visine,17/02/2020,1,7,0.663,0.756
W/SALE,AL CREAM 15GM,13/02/2020,1,12,0.913,1.026
MABELLA1,AM 10 MG TAB,17/01/2020,1,21,1.141,1.267
W/SALE,Magne B6,26/01/2020,1,6,1.835,1.98
SQGM,BE PLUS 30G,07/01/2020,1,19,1.802,1.934
ALKHUWAIR,Amaryl,12/01/2020,1,1,2.007,2.169
MARS,Sebastian 20GM CREAM,12/02/2020,1,14,1.534,1.638
NOV 18TH,A 5 MG TAB,13/01/2020,1,11,1.128,1.218
SHELL,A 5 MG TAB,12/02/2020,1,16,1.128,1.218
SQGM,Zoloft,01/02/2020,1,16,1.749,1.893
W/SALE,Visine,24/01/2020,1,28,0.663,0.756
NOV 18TH,BON CREAM 15G,28/01/2020,1,25,0.793,0.887
NOV 18TH,AM 10 MG TAB,07/02/2020,1,6,1.141,1.267
MSQ,Advil,24/01/2020,1,2,0.497,0.582
MABELLA1,Zovirax,27/01/2020,1,8,1.774,1.897
SQGM,AM 10 MG TAB,08/01/2020,1,2,1.141,1.267
MSQ,Emend,12/01/2020,1,8,0.342,0.42
NOV 18TH,AM 10 MG TAB,04/01/2020,1,13,1.141,1.267
W/SALE,AL CREAM 15GM,06/01/2020,1,3,0.913,1.026
MSQ,Risperdal,31/01/2020,1,22,0.975,1.07
MSQ,Risperdal,10/02/2020,1,17,0.975,1.07
W/SALE,A 5 MG TAB,03/01/2020,1,26,1.128,1.218
NOV 18TH,BON CREAM 15G,16/01/2020,1,28,0.793,0.887
W/SALE,Lisinopril,02/01/2020,1,26,1.107,1.206
SHELL,AM 10 MG TAB,02/02/2020,1,15,1.141,1.267
ALKHUWAIR,Magne B6,14/02/2020,1,24,1.835,1.98
ALKHUWAIR,Emend,12/01/2020,1,18,0.342,0.42
MARS,Panadol,28/01/2020,1,5,0.21,0.29
SHELL,Risperdal,04/02/2020,1,3,0.975,1.07
MSQ,A D  25GM. CREAM,01/01/2020,1,12,1.669,1.808
MARS,Emend,24/01/2020,1,20,0.342,0.42
MABELLA1,Panadol,06/02/2020,1,9,0.21,0.29
ALKHUWAIR,Amaryl,16/02/2020,1,19,2.007,2.169
MARS,A D  25GM. CREAM,14/01/2020,1,26,1.669,1.808
ALKHUWAIR,Advil,21/01/2020,1,12,0.497,0.582
NOV 18TH,A D  25GM. CREAM,07/02/2020,1,26,1.669,1.808
SQGM,Amaryl,15/01/2020,1,28,2.007,2.169
MSQ,AM 10 MG TAB,02/01/2020,1,22,1.141,1.267
MARS,A D  25GM. CREAM,26/01/2020,1,12,1.669,1.808
SQGM,AL CREAM 15GM,11/02/2020,1,25,0.913,1.026
W/SALE,AM 10 MG TAB,28/01/2020,1,11,1.141,1.267
SHELL,Visine,13/02/2020,1,13,0.663,0.756
W/SALE,Advil,09/01/2020,1,9,0.497,0.582
MSQ,A 5 MG TAB,06/01/2020,1,19,1.128,1.218
HAIL,NyQuill,27/01/2020,1,5,1.551,1.688
MSQ,Zovirax,18/01/2020,1,3,1.774,1.897
ALKHUWAIR,Zoloft,17/01/2020,1,17,1.749,1.893
MSQ,BE PLUS 30G,04/01/2020,1,21,1.802,1.934
W/SALE,A D  25GM. CREAM,07/01/2020,1,2,1.669,1.808
HAIL,Visine,12/02/2020,1,19,0.663,0.756
MABELLA1,Emend,06/02/2020,1,15,0.342,0.42
SHELL,Miralax,14/01/2020,1,7,1.921,2.087
NOV 18TH,A 5 MG TAB,04/02/2020,1,10,1.128,1.218
W/SALE,Zoloft,07/02/2020,1,8,1.749,1.893
SHELL,BE PLUS 30G,15/02/2020,1,16,1.802,1.934
MSQ,Miralax,14/01/2020,1,2,1.921,2.087
HAIL,Advil,03/02/2020,1,7,0.497,0.582
SHELL,Sebastian 20GM CREAM,24/01/2020,1,17,1.534,1.638
MABELLA1,NyQuill,12/02/2020,1,12,1.551,1.688
MSQ,AL CREAM 15GM,26/01/2020,1,9,0.913,1.026
MARS,A D  25GM. CREAM,22/01/2020,1,24,1.669,1.808
SHELL,AM 10 MG TAB,23/01/2020,1,5,1.141,1.267
MABELLA1,Advil,22/01/2020,1,26,0.497,0.582
W/SALE,A 5 MG TAB,02/01/2020,1,6,1.128,1.218
SHELL,Emend,08/02/2020,1,9,0.342,0.42
SQGM,Visine,10/01/2020,1,5,0.663,0.756
SHELL,Miralax,10/01/2020,1,14,1.921,2.087
SHELL,Amaryl,17/02/2020,1,16,2.007,2.169
NOV 18TH,Magne B6,10/02/2020,1,5,1.835,1.98
MABELLA1,BON CREAM 15G,17/02/2020,1,9,0.793,0.887
HAIL,Panadol,13/01/2020,1,5,0.21,0.29
MARS,Lisinopril,06/01/2020,1,20,1.107,1.206
NOV 18TH,Emend,30/01/2020,1,19,0.342,0.42
W/SALE,A 5 MG TAB,09/02/2020,1,6,1.128,1.218
NOV 18TH,Sebastian 20GM CREAM,15/01/2020,1,4,1.534,1.638
ALKHUWAIR,Amaryl,15/02/2020,1,5,2.007,2.169
MABELLA1,Advil,25/01/2020,1,2,0.497,0.582
W/SALE,A D  25GM. CREAM,26/01/2020,1,28,1.669,1.808
MARS,A D  25GM. CREAM,03/02/2020,1,23,1.669,1.808
MABELLA1,Visine,27/01/2020,1,23,0.663,0.756
MSQ,BON CREAM 15G,21/01/2020,1,5,0.793,0.887
MARS,Lisinopril,17/01/2020,1,12,1.107,1.206
