Departmant,Item,Tdate,TypeID,Qty,Cost,Rate,DeptID,ItemID
HAIL,AM 10 MG TAB,13/01/2020,1,20,1.141,1.267,3,2
HAIL,BON CREAM 15G,08/02/2020,1,28,0.793,0.887,3,19
HAIL,Visine,05/02/2020,1,19,0.663,0.756,3,5
HAIL,Sebastian 20GM CREAM,30/01/2020,1,3,1.534,1.638,3,7
HAIL,Panadol,21/01/2020,1,4,0.21,0.29,3,13
HAIL,A 5 MG TAB,07/01/2020,1,8,1.128,1.218,3,1
HAIL,Zoloft,05/02/2020,1,14,1.749,1.893,3,12
HAIL,Visine,12/02/2020,1,5,0.663,0.756,3,5
HAIL,AM 10 MG TAB,16/02/2020,2,3,1.141,1.267,3,2
HAIL,AL CREAM 15GM,11/02/2020,2,26,0.913,1.026,3,3
HAIL,A D  25GM. CREAM,23/01/2020,2,29,1.669,1.808,3,8
HAIL,Magne B6,29/01/2020,2,29,1.835,1.98,3,16
HAIL,AM 10 MG TAB,01/02/2020,2,21,1.141,1.267,3,2
HAIL,Amaryl,25/01/2020,2,25,2.007,2.169,3,17
HAIL,Zoloft,25/01/2020,1,18,1.749,1.893,3,12
HAIL,Zovirax,07/02/2020,1,14,1.774,1.897,3,15
HAIL,Advil,13/02/2020,1,28,0.497,0.582,3,6
HAIL,Amaryl,13/01/2020,1,6,2.007,2.169,3,17
HAIL,Miralax,30/01/2020,1,21,1.921,2.087,3,4
HAIL,Risperdal,05/02/2020,1,3,0.975,1.07,3,18
HAIL,Sebastian 20GM CREAM,09/01/2020,1,12,1.534,1.638,3,7
HAIL,AL CREAM 15GM,08/02/2020,1,2,0.913,1.026,3,3
HAIL,BON CREAM 15G,16/02/2020,1,20,0.793,0.887,3,19
HAIL,AL CREAM 15GM,13/01/2020,1,4,0.913,1.026,3,3
HAIL,Lisinopril,05/02/2020,1,5,1.107,1.206,3,11
HAIL,Zoloft,19/01/2020,1,18,1.749,1.893,3,12
HAIL,Sebastian 20GM CREAM,10/01/2020,1,27,1.534,1.638,3,7
HAIL,A D  25GM. CREAM,04/02/2020,1,20,1.669,1.808,3,8
HAIL,AM 10 MG TAB,17/02/2020,2,11,1.141,1.267,3,2
HAIL,Sebastian 20GM CREAM,14/01/2020,2,27,1.534,1.638,3,7
HAIL,A D  25GM. CREAM,16/01/2020,2,21,1.669,1.808,3,8
HAIL,Lisinopril,13/02/2020,2,13,1.107,1.206,3,11
HAIL,Visine,17/01/2020,2,1,0.663,0.756,3,5
HAIL,Emend,07/02/2020,2,14,0.342,0.42,3,9
HAIL,A D  25GM. CREAM,14/02/2020,2,12,1.669,1.808,3,8
HAIL,Lisinopril,01/02/2020,2,6,1.107,1.206,3,11
HAIL,Lisinopril,15/01/2020,2,8,1.107,1.206,3,11
HAIL,Risperdal,16/02/2020,2,3,0.975,1.07,3,18
HAIL,Miralax,06/02/2020,2,24,1.921,2.087,3,4
HAIL,NyQuill,03/02/2020,2,26,1.551,1.688,3,10
HAIL,Risperdal,03/02/2020,2,27,0.975,1.07,3,18
HAIL,Zovirax,01/02/2020,2,5,1.774,1.897,3,15
HAIL,BON CREAM 15G,05/02/2020,2,4,0.793,0.887,3,19
HAIL,A D  25GM. CREAM,28/01/2020,2,14,1.669,1.808,3,8
HAIL,Sebastian 20GM CREAM,13/02/2020,2,4,1.534,1.638,3,7
HAIL,Amaryl,21/01/2020,2,12,2.007,2.169,3,17
HAIL,Magne B6,11/02/2020,2,29,1.835,1.98,3,16
HAIL,BE PLUS 30G,24/01/2020,2,24,1.802,1.934,3,14
HAIL,A 5 MG TAB,15/01/2020,2,13,1.128,1.218,3,1
HAIL,BON CREAM 15G,22/01/2020,2,19,0.793,0.887,3,19
HAIL,Sebastian 20GM CREAM,23/01/2020,2,6,1.534,1.638,3,7
HAIL,Visine,15/01/2020,2,13,0.663,0.756,3,5
HAIL,Amaryl,28/01/2020,2,19,2.007,2.169,3,17
HAIL,Panadol,09/02/2020,2,14,0.21,0.29,3,13
HAIL,AL CREAM 15GM,02/02/2020,2,20,0.913,1.026,3,3
HAIL,Visine,07/01/2020,2,13,0.663,0.756,3,5
HAIL,Emend,15/02/2020,2,19,0.342,0.42,3,9
HAIL,Zovirax,06/02/2020,2,21,1.774,1.897,3,15
HAIL,Amaryl,03/01/2020,1,3,2.007,2.169,3,17
HAIL,A 5 MG TAB,17/02/2020,1,28,1.128,1.218,3,1
HAIL,NyQuill,22/01/2020,1,1,1.551,1.688,3,10
HAIL,Emend,16/02/2020,1,12,0.342,0.42,3,9
HAIL,BE PLUS 30G,28/01/2020,1,17,1.802,1.934,3,14
HAIL,Zoloft,09/02/2020,1,7,1.749,1.893,3,12
HAIL,Amaryl,20/01/2020,1,2,2.007,2.169,3,17
HAIL,Amaryl,14/02/2020,1,3,2.007,2.169,3,17
HAIL,Sebastian 20GM CREAM,21/01/2020,1,3,1.534,1.638,3,7
HAIL,A 5 MG TAB,07/01/2020,1,15,1.128,1.218,3,1
HAIL,A 5 MG TAB,15/01/2020,1,25,1.128,1.218,3,1
HAIL,Magne B6,17/01/2020,1,16,1.835,1.98,3,16
HAIL,Risperdal,09/01/2020,1,26,0.975,1.07,3,18
HAIL,Panadol,14/02/2020,1,23,0.21,0.29,3,13
HAIL,BON CREAM 15G,12/02/2020,1,9,0.793,0.887,3,19
HAIL,Panadol,10/02/2020,1,2,0.21,0.29,3,13
HAIL,Zovirax,30/01/2020,1,7,1.774,1.897,3,15
HAIL,AM 10 MG TAB,10/02/2020,1,28,1.141,1.267,3,2
HAIL,Panadol,21/01/2020,1,19,0.21,0.29,3,13
HAIL,A 5 MG TAB,16/02/2020,1,6,1.128,1.218,3,1
HAIL,Miralax,03/02/2020,1,12,1.921,2.087,3,4
HAIL,Visine,11/02/2020,1,26,0.663,0.756,3,5
HAIL,Magne B6,05/01/2020,1,5,1.835,1.98,3,16
HAIL,Risperdal,29/01/2020,1,28,0.975,1.07,3,18
HAIL,BON CREAM 15G,17/02/2020,1,25,0.793,0.887,3,19
HAIL,Emend,13/01/2020,1,6,0.342,0.42,3,9
HAIL,Zoloft,12/01/2020,1,20,1.749,1.893,3,12
HAIL,NyQuill,29/01/2020,1,23,1.551,1.688,3,10
HAIL,Zovirax,06/01/2020,1,29,1.774,1.897,3,15
HAIL,AM 10 MG TAB,11/01/2020,1,12,1.141,1.267,3,2
HAIL,Miralax,01/01/2020,1,19,1.921,2.087,3,4
HAIL,NyQuill,28/01/2020,1,6,1.551,1.688,3,10
HAIL,AM 10 MG TAB,08/01/2020,1,14,1.141,1.267,3,2
HAIL,Miralax,13/01/2020,1,28,1.921,2.087,3,4
HAIL,AL CREAM 15GM,02/02/2020,1,14,0.913,1.026,3,3
HAIL,Lisinopril,04/02/2020,1,14,1.107,1.206,3,11
HAIL,Lisinopril,10/01/2020,1,28,1.107,1.206,3,11
HAIL,Lisinopril,25/01/2020,1,26,1.107,1.206,3,11
HAIL,BON CREAM 15G,04/02/2020,1,10,0.793,0.887,3,19
HAIL,Panadol,30/01/2020,1,11,0.21,0.29,3,13
HAIL,Zoloft,18/01/2020,1,29,1.749,1.893,3,12
HAIL,Risperdal,27/01/2020,1,24,0.975,1.07,3,18
HAIL,A 5 MG TAB,19/01/2020,1,1,1.128,1.218,3,1
HAIL,Zovirax,30/01/2020,1,27,1.774,1.897,3,15
HAIL,Magne B6,12/02/2020,1,27,1.835,1.98,3,16
HAIL,Emend,22/01/2020,1,21,0.342,0.42,3,9
HAIL,Lisinopril,03/01/2020,1,24,1.107,1.206,3,11
HAIL,AL CREAM 15GM,02/01/2020,1,11,0.913,1.026,3,3
HAIL,Sebastian 20GM CREAM,17/02/2020,1,3,1.534,1.638,3,7
HAIL,BE PLUS 30G,12/01/2020,1,2,1.802,1.934,3,14
HAIL,Visine,16/01/2020,1,16,0.663,0.756,3,5
HAIL,Lisinopril,05/02/2020,1,18,1.107,1.206,3,11
HAIL,AL CREAM 15GM,01/02/2020,1,16,0.913,1.026,3,3
HAIL,BE PLUS 30G,01/02/2020,1,24,1.802,1.934,3,14
HAIL,Advil,29/01/2020,1,24,0.497,0.582,3,6
HAIL,AL CREAM 15GM,27/01/2020,1,25,0.913,1.026,3,3
HAIL,Amaryl,08/01/2020,1,10,2.007,2.169,3,17
HAIL,BE PLUS 30G,17/01/2020,1,8,1.802,1.934,3,14
HAIL,Sebastian 20GM CREAM,27/01/2020,1,6,1.534,1.638,3,7
HAIL,Emend,06/01/2020,1,28,0.342,0.42,3,9
HAIL,Zoloft,01/01/2020,1,17,1.749,1.893,3,12
HAIL,Zovirax,13/02/2020,1,19,1.774,1.897,3,15
HAIL,Risperdal,27/01/2020,1,11,0.975,1.07,3,18
HAIL,Panadol,18/01/2020,1,28,0.21,0.29,3,13
HAIL,A 5 MG TAB,13/01/2020,1,11,1.128,1.218,3,1
HAIL,BON CREAM 15G,28/01/2020,1,25,0.793,0.887,3,19
HAIL,AM 10 MG TAB,07/02/2020,1,6,1.141,1.267,3,2
HAIL,AM 10 MG TAB,04/01/2020,1,13,1.141,1.267,3,2
HAIL,BON CREAM 15G,16/01/2020,1,28,0.793,0.887,3,19
HAIL,A D  25GM. CREAM,07/02/2020,1,26,1.669,1.808,3,8
HAIL,A 5 MG TAB,04/02/2020,1,10,1.128,1.218,3,1
HAIL,Magne B6,10/02/2020,1,5,1.835,1.98,3,16
HAIL,Emend,30/01/2020,1,19,0.342,0.42,3,9
HAIL,Sebastian 20GM CREAM,15/01/2020,1,4,1.534,1.638,3,7
HAIL,BON CREAM 15G,22/01/2020,1,26,0.793,0.887,3,19
HAIL,Amaryl,08/01/2020,1,21,2.007,2.169,3,17
HAIL,BON CREAM 15G,09/01/2020,1,21,0.793,0.887,3,19
HAIL,Panadol,01/02/2020,1,25,0.21,0.29,3,13
HAIL,NyQuill,12/01/2020,1,11,1.551,1.688,3,10
HAIL,Risperdal,30/01/2020,1,18,0.975,1.07,3,18
HAIL,Visine,11/01/2020,1,17,0.663,0.756,3,5
HAIL,AM 10 MG TAB,21/01/2020,1,7,1.141,1.267,3,2
HAIL,Advil,14/02/2020,1,25,0.497,0.582,3,6
HAIL,A 5 MG TAB,29/01/2020,1,22,1.128,1.218,3,1
HAIL,NyQuill,31/01/2020,1,26,1.551,1.688,3,10
HAIL,BON CREAM 15G,10/01/2020,1,25,0.793,0.887,3,19
HAIL,Advil,06/01/2020,1,29,0.497,0.582,3,6
HAIL,Miralax,09/01/2020,1,25,1.921,2.087,3,4
HAIL,Lisinopril,22/01/2020,1,9,1.107,1.206,3,11
HAIL,Zoloft,05/01/2020,1,16,1.749,1.893,3,12
HAIL,Zoloft,27/01/2020,1,11,1.749,1.893,3,12
HAIL,Amaryl,05/02/2020,1,17,2.007,2.169,3,17
HAIL,Advil,14/01/2020,1,5,0.497,0.582,3,6
HAIL,Visine,17/02/2020,1,13,0.663,0.756,3,5
HAIL,Advil,23/01/2020,1,3,0.497,0.582,3,6
HAIL,Zoloft,14/02/2020,1,18,1.749,1.893,3,12
HAIL,Risperdal,13/02/2020,1,26,0.975,1.07,3,18
HAIL,Magne B6,09/01/2020,1,15,1.835,1.98,3,16
HAIL,Advil,19/01/2020,2,25,0.497,0.582,3,6
HAIL,BON CREAM 15G,02/01/2020,2,28,0.793,0.887,3,19
HAIL,BON CREAM 15G,31/01/2020,2,21,0.793,0.887,3,19
HAIL,Zovirax,02/02/2020,2,7,1.774,1.897,3,15
HAIL,Zovirax,22/01/2020,2,10,1.774,1.897,3,15
HAIL,BE PLUS 30G,10/01/2020,2,25,1.802,1.934,3,14
HAIL,AL CREAM 15GM,27/01/2020,2,27,0.913,1.026,3,3
HAIL,Visine,18/01/2020,2,8,0.663,0.756,3,5
HAIL,Panadol,16/02/2020,2,11,0.21,0.29,3,13
HAIL,A 5 MG TAB,08/02/2020,2,22,1.128,1.218,3,1
HAIL,AL CREAM 15GM,21/01/2020,2,2,0.913,1.026,3,3
HAIL,AM 10 MG TAB,06/02/2020,2,29,1.141,1.267,3,2
HAIL,Emend,13/01/2020,2,2,0.342,0.42,3,9
HAIL,Emend,07/02/2020,2,17,0.342,0.42,3,9
HAIL,Zoloft,03/02/2020,2,18,1.749,1.893,3,12
HAIL,AL CREAM 15GM,16/02/2020,2,9,0.913,1.026,3,3
HAIL,Advil,16/02/2020,2,27,0.497,0.582,3,6
HAIL,Sebastian 20GM CREAM,17/02/2020,2,9,1.534,1.638,3,7
HAIL,AM 10 MG TAB,02/01/2020,2,16,1.141,1.267,3,2
HAIL,A D  25GM. CREAM,15/01/2020,2,20,1.669,1.808,3,8
HAIL,Advil,03/01/2020,2,4,0.497,0.582,3,6
HAIL,A D  25GM. CREAM,17/02/2020,2,8,1.669,1.808,3,8
HAIL,AL CREAM 15GM,30/01/2020,2,2,0.913,1.026,3,3
HAIL,Visine,07/02/2020,2,16,0.663,0.756,3,5
HAIL,AM 10 MG TAB,04/01/2020,2,18,1.141,1.267,3,2
HAIL,Panadol,22/01/2020,2,25,0.21,0.29,3,13
HAIL,Amaryl,03/01/2020,2,4,2.007,2.169,3,17
HAIL,BE PLUS 30G,07/02/2020,2,7,1.802,1.934,3,14
HAIL,Panadol,29/01/2020,2,1,0.21,0.29,3,13
HAIL,Emend,15/02/2020,2,25,0.342,0.42,3,9
HAIL,Zovirax,29/01/2020,2,13,1.774,1.897,3,15
HAIL,Zoloft,04/02/2020,2,17,1.749,1.893,3,12
HAIL,Advil,01/01/2020,2,10,0.497,0.582,3,6
HAIL,BE PLUS 30G,24/01/2020,2,7,1.802,1.934,3,14
HAIL,BE PLUS 30G,14/01/2020,2,7,1.802,1.934,3,14
HAIL,BON CREAM 15G,25/01/2020,2,6,0.793,0.887,3,19
HAIL,AL CREAM 15GM,17/01/2020,2,25,0.913,1.026,3,3
HAIL,BON CREAM 15G,16/02/2020,2,18,0.793,0.887,3,19
HAIL,Zovirax,02/02/2020,2,16,1.774,1.897,3,15
HAIL,AL CREAM 15GM,17/02/2020,2,8,0.913,1.026,3,3
HAIL,BON CREAM 15G,15/01/2020,2,6,0.793,0.887,3,19
HAIL,Advil,14/01/2020,2,26,0.497,0.582,3,6
HAIL,Risperdal,31/01/2020,2,18,0.975,1.07,3,18
HAIL,A D  25GM. CREAM,04/01/2020,2,13,1.669,1.808,3,8
HAIL,Lisinopril,14/01/2020,2,16,1.107,1.206,3,11
HAIL,AL CREAM 15GM,31/01/2020,2,24,0.913,1.026,3,3
HAIL,Panadol,14/01/2020,2,26,0.21,0.29,3,13
HAIL,Amaryl,13/01/2020,2,22,2.007,2.169,3,17
HAIL,Miralax,22/01/2020,2,24,1.921,2.087,3,4
HAIL,Sebastian 20GM CREAM,03/02/2020,2,23,1.534,1.638,3,7
HAIL,NyQuill,02/01/2020,1,8,1.551,1.688,3,10
HAIL,Emend,16/01/2020,1,5,0.342,0.42,3,9
HAIL,Zoloft,08/01/2020,1,29,1.749,1.893,3,12
HAIL,AL CREAM 15GM,15/02/2020,1,6,0.913,1.026,3,3
HAIL,Lisinopril,05/01/2020,1,6,1.107,1.206,3,11
HAIL,Zoloft,16/02/2020,1,1,1.749,1.893,3,12
HAIL,Advil,11/02/2020,1,13,0.497,0.582,3,6
HAIL,A 5 MG TAB,21/01/2020,1,4,1.128,1.218,3,1
HAIL,Magne B6,03/01/2020,1,15,1.835,1.98,3,16
HAIL,Lisinopril,10/02/2020,1,23,1.107,1.206,3,11
HAIL,Sebastian 20GM CREAM,14/01/2020,1,23,1.534,1.638,3,7
HAIL,Sebastian 20GM CREAM,11/01/2020,1,26,1.534,1.638,3,7
HAIL,AM 10 MG TAB,11/01/2020,1,9,1.141,1.267,3,2
HAIL,AL CREAM 15GM,23/01/2020,1,27,0.913,1.026,3,3
HAIL,BE PLUS 30G,14/01/2020,1,24,1.802,1.934,3,14
HAIL,Emend,26/01/2020,1,2,0.342,0.42,3,9
HAIL,Zovirax,12/01/2020,1,2,1.774,1.897,3,15
HAIL,Magne B6,05/02/2020,1,2,1.835,1.98,3,16
HAIL,Risperdal,11/01/2020,1,12,0.975,1.07,3,18
HAIL,Panadol,16/02/2020,1,26,0.21,0.29,3,13
HAIL,Miralax,31/01/2020,1,13,1.921,2.087,3,4
HAIL,Magne B6,25/01/2020,1,1,1.835,1.98,3,16
HAIL,Risperdal,25/01/2020,1,1,0.975,1.07,3,18
HAIL,Zovirax,18/01/2020,1,18,1.774,1.897,3,15
HAIL,Emend,09/01/2020,1,13,0.342,0.42,3,9
HAIL,Zoloft,06/01/2020,1,1,1.749,1.893,3,12
HAIL,BE PLUS 30G,07/01/2020,1,17,1.802,1.934,3,14
HAIL,Magne B6,17/01/2020,1,19,1.835,1.98,3,16
HAIL,Magne B6,15/01/2020,1,14,1.835,1.98,3,16
HAIL,A D  25GM. CREAM,06/02/2020,1,4,1.669,1.808,3,8
HAIL,Advil,02/02/2020,1,15,0.497,0.582,3,6
HAIL,AL CREAM 15GM,03/02/2020,1,18,0.913,1.026,3,3
HAIL,AL CREAM 15GM,09/01/2020,1,4,0.913,1.026,3,3
HAIL,AM 10 MG TAB,30/01/2020,1,1,1.141,1.267,3,2
HAIL,Advil,09/02/2020,1,5,0.497,0.582,3,6
HAIL,Advil,13/01/2020,1,20,0.497,0.582,3,6
HAIL,Emend,10/01/2020,1,29,0.342,0.42,3,9
HAIL,AM 10 MG TAB,07/02/2020,1,28,1.141,1.267,3,2
HAIL,BE PLUS 30G,18/01/2020,1,29,1.802,1.934,3,14
HAIL,Risperdal,09/01/2020,1,25,0.975,1.07,3,18
HAIL,Panadol,15/01/2020,2,26,0.21,0.29,3,13
HAIL,Panadol,04/02/2020,2,6,0.21,0.29,3,13
HAIL,Zoloft,17/02/2020,2,27,1.749,1.893,3,12
HAIL,Zovirax,02/01/2020,2,20,1.774,1.897,3,15
HAIL,AM 10 MG TAB,16/01/2020,2,29,1.141,1.267,3,2
HAIL,Magne B6,16/02/2020,2,17,1.835,1.98,3,16
HAIL,Advil,01/02/2020,2,12,0.497,0.582,3,6
HAIL,A 5 MG TAB,11/01/2020,2,20,1.128,1.218,3,1
HAIL,Magne B6,20/01/2020,2,15,1.835,1.98,3,16
HAIL,A D  25GM. CREAM,15/01/2020,2,18,1.669,1.808,3,8
HAIL,Sebastian 20GM CREAM,14/02/2020,2,17,1.534,1.638,3,7
HAIL,Sebastian 20GM CREAM,07/01/2020,2,12,1.534,1.638,3,7
HAIL,BON CREAM 15G,04/02/2020,2,24,0.793,0.887,3,19
HAIL,NyQuill,11/02/2020,2,22,1.551,1.688,3,10
HAIL,Zoloft,08/02/2020,2,20,1.749,1.893,3,12
HAIL,Risperdal,27/01/2020,2,17,0.975,1.07,3,18
HAIL,AM 10 MG TAB,01/01/2020,2,13,1.141,1.267,3,2
HAIL,Panadol,22/01/2020,2,18,0.21,0.29,3,13
HAIL,Emend,11/01/2020,2,19,0.342,0.42,3,9
HAIL,Magne B6,13/02/2020,2,20,1.835,1.98,3,16
HAIL,A 5 MG TAB,01/02/2020,2,2,1.128,1.218,3,1
HAIL,Amaryl,13/02/2020,2,8,2.007,2.169,3,17
HAIL,Miralax,03/01/2020,2,16,1.921,2.087,3,4
HAIL,A 5 MG TAB,20/01/2020,2,4,1.128,1.218,3,1
HAIL,BE PLUS 30G,23/01/2020,2,12,1.802,1.934,3,14
HAIL,Miralax,17/01/2020,2,19,1.921,2.087,3,4
HAIL,Miralax,12/02/2020,2,25,1.921,2.087,3,4
HAIL,BE PLUS 30G,10/02/2020,2,7,1.802,1.934,3,14
HAIL,A D  25GM. CREAM,10/02/2020,2,21,1.669,1.808,3,8
HAIL,Emend,12/01/2020,1,9,0.342,0.42,3,9
HAIL,Lisinopril,05/02/2020,1,8,1.107,1.206,3,11
HAIL,Zovirax,09/02/2020,1,20,1.774,1.897,3,15
HAIL,Sebastian 20GM CREAM,11/01/2020,1,1,1.534,1.638,3,7
HAIL,Magne B6,03/02/2020,1,22,1.835,1.98,3,16
HAIL,BON CREAM 15G,24/01/2020,1,24,0.793,0.887,3,19
HAIL,AM 10 MG TAB,28/01/2020,1,11,1.141,1.267,3,2
HAIL,NyQuill,28/01/2020,1,17,1.551,1.688,3,10
HAIL,Panadol,01/02/2020,1,22,0.21,0.29,3,13
HAIL,BE PLUS 30G,31/01/2020,1,14,1.802,1.934,3,14
HAIL,Advil,15/02/2020,1,13,0.497,0.582,3,6
HAIL,Amaryl,10/01/2020,1,16,2.007,2.169,3,17
HAIL,BE PLUS 30G,31/01/2020,1,28,1.802,1.934,3,14
HAIL,A 5 MG TAB,20/01/2020,1,11,1.128,1.218,3,1
HAIL,Zoloft,30/01/2020,1,5,1.749,1.893,3,12
HAIL,Emend,12/02/2020,1,10,0.342,0.42,3,9
HAIL,Amaryl,15/01/2020,1,20,2.007,2.169,3,17
HAIL,Visine,14/02/2020,1,15,0.663,0.756,3,5
HAIL,Risperdal,05/01/2020,1,11,0.975,1.07,3,18
HAIL,Zovirax,27/01/2020,1,20,1.774,1.897,3,15
HAIL,Lisinopril,04/02/2020,1,27,1.107,1.206,3,11
HAIL,BON CREAM 15G,26/01/2020,1,11,0.793,0.887,3,19
HAIL,Lisinopril,28/01/2020,1,19,1.107,1.206,3,11
HAIL,NyQuill,17/02/2020,1,25,1.551,1.688,3,10
HAIL,Advil,11/02/2020,1,12,0.497,0.582,3,6
HAIL,A 5 MG TAB,08/02/2020,1,25,1.128,1.218,3,1
HAIL,Sebastian 20GM CREAM,02/02/2020,1,20,1.534,1.638,3,7
HAIL,Sebastian 20GM CREAM,15/01/2020,1,11,1.534,1.638,3,7
HAIL,Panadol,16/01/2020,1,2,0.21,0.29,3,13
HAIL,Advil,17/01/2020,1,5,0.497,0.582,3,6
HAIL,Miralax,16/01/2020,1,28,1.921,2.087,3,4
HAIL,Miralax,05/01/2020,1,19,1.921,2.087,3,4
HAIL,AL CREAM 15GM,04/01/2020,1,3,0.913,1.026,3,3
HAIL,A D  25GM. CREAM,05/02/2020,1,25,1.669,1.808,3,8
HAIL,Panadol,29/01/2020,1,12,0.21,0.29,3,13
HAIL,Magne B6,05/02/2020,1,23,1.835,1.98,3,16
HAIL,Advil,18/01/2020,1,15,0.497,0.582,3,6
HAIL,Risperdal,14/02/2020,1,17,0.975,1.07,3,18
HAIL,BE PLUS 30G,06/02/2020,1,17,1.802,1.934,3,14
HAIL,Advil,12/02/2020,1,9,0.497,0.582,3,6
HAIL,Risperdal,16/02/2020,1,15,0.975,1.07,3,18
HAIL,A D  25GM. CREAM,13/02/2020,1,26,1.669,1.808,3,8
HAIL,NyQuill,04/02/2020,1,7,1.551,1.688,3,10
HAIL,BE PLUS 30G,21/01/2020,1,26,1.802,1.934,3,14
HAIL,BON CREAM 15G,05/02/2020,1,21,0.793,0.887,3,19
HAIL,BE PLUS 30G,22/01/2020,1,5,1.802,1.934,3,14
HAIL,AL CREAM 15GM,03/01/2020,1,25,0.913,1.026,3,3
HAIL,AL CREAM 15GM,16/02/2020,1,1,0.913,1.026,3,3
HAIL,Emend,26/01/2020,1,13,0.342,0.42,3,9
HAIL,A 5 MG TAB,20/01/2020,1,17,1.128,1.218,3,1
HAIL,Advil,17/01/2020,1,18,0.497,0.582,3,6
HAIL,Advil,16/02/2020,1,20,0.497,0.582,3,6
HAIL,Risperdal,12/02/2020,1,12,0.975,1.07,3,18
HAIL,Miralax,13/02/2020,1,29,1.921,2.087,3,4
HAIL,Amaryl,07/01/2020,1,21,2.007,2.169,3,17
HAIL,AM 10 MG TAB,10/02/2020,1,14,1.141,1.267,3,2
HAIL,AM 10 MG TAB,06/02/2020,1,8,1.141,1.267,3,2
HAIL,Amaryl,09/01/2020,1,2,2.007,2.169,3,17
HAIL,A 5 MG TAB,10/01/2020,1,21,1.128,1.218,3,1
HAIL,Advil,14/02/2020,2,24,0.497,0.582,3,6
HAIL,Amaryl,09/02/2020,2,14,2.007,2.169,3,17
HAIL,A D  25GM. CREAM,09/02/2020,2,11,1.669,1.808,3,8
HAIL,Amaryl,08/01/2020,2,14,2.007,2.169,3,17
HAIL,Emend,11/02/2020,2,1,0.342,0.42,3,9
HAIL,Risperdal,11/01/2020,2,14,0.975,1.07,3,18
HAIL,A D  25GM. CREAM,18/01/2020,2,7,1.669,1.808,3,8
HAIL,BE PLUS 30G,11/01/2020,2,5,1.802,1.934,3,14
HAIL,BON CREAM 15G,04/01/2020,2,18,0.793,0.887,3,19
HAIL,NyQuill,03/01/2020,2,2,1.551,1.688,3,10
HAIL,AL CREAM 15GM,14/02/2020,2,20,0.913,1.026,3,3
HAIL,Zovirax,10/01/2020,2,4,1.774,1.897,3,15
HAIL,Amaryl,31/01/2020,2,11,2.007,2.169,3,17
HAIL,AM 10 MG TAB,18/01/2020,2,24,1.141,1.267,3,2
HAIL,AL CREAM 15GM,30/01/2020,2,7,0.913,1.026,3,3
HAIL,Miralax,10/02/2020,2,16,1.921,2.087,3,4
HAIL,A D  25GM. CREAM,01/02/2020,2,24,1.669,1.808,3,8
HAIL,Advil,27/01/2020,2,25,0.497,0.582,3,6
HAIL,Emend,11/01/2020,2,12,0.342,0.42,3,9
HAIL,Zoloft,31/01/2020,2,24,1.749,1.893,3,12
HAIL,AM 10 MG TAB,09/02/2020,2,9,1.141,1.267,3,2
HAIL,Sebastian 20GM CREAM,14/01/2020,2,10,1.534,1.638,3,7
HAIL,BON CREAM 15G,10/02/2020,2,18,0.793,0.887,3,19
HAIL,BE PLUS 30G,07/02/2020,2,9,1.802,1.934,3,14
HAIL,Zoloft,13/01/2020,2,4,1.749,1.893,3,12
HAIL,Visine,19/01/2020,2,21,0.663,0.756,3,5
HAIL,A D  25GM. CREAM,13/02/2020,2,5,1.669,1.808,3,8
HAIL,A D  25GM. CREAM,14/01/2020,2,3,1.669,1.808,3,8
HAIL,Emend,10/01/2020,1,12,0.342,0.42,3,9
HAIL,Emend,16/01/2020,1,23,0.342,0.42,3,9
HAIL,Zovirax,09/02/2020,1,26,1.774,1.897,3,15
HAIL,Risperdal,13/01/2020,1,15,0.975,1.07,3,18
HAIL,BON CREAM 15G,05/01/2020,1,29,0.793,0.887,3,19
HAIL,Panadol,21/01/2020,1,11,0.21,0.29,3,13
HAIL,BON CREAM 15G,21/01/2020,1,9,0.793,0.887,3,19
HAIL,NyQuill,16/02/2020,1,10,1.551,1.688,3,10
HAIL,Advil,07/02/2020,1,27,0.497,0.582,3,6
HAIL,Risperdal,04/02/2020,1,10,0.975,1.07,3,18
HAIL,Magne B6,22/01/2020,1,27,1.835,1.98,3,16
HAIL,AL CREAM 15GM,04/01/2020,1,28,0.913,1.026,3,3
HAIL,Zoloft,10/02/2020,1,4,1.749,1.893,3,12
HAIL,Panadol,07/02/2020,1,17,0.21,0.29,3,13
HAIL,Amaryl,20/01/2020,1,19,2.007,2.169,3,17
HAIL,Sebastian 20GM CREAM,31/01/2020,1,27,1.534,1.638,3,7
HAIL,BON CREAM 15G,02/01/2020,1,25,0.793,0.887,3,19
HAIL,AL CREAM 15GM,14/02/2020,1,16,0.913,1.026,3,3
HAIL,BE PLUS 30G,17/01/2020,1,3,1.802,1.934,3,14
HAIL,Visine,02/02/2020,1,3,0.663,0.756,3,5
HAIL,Emend,13/01/2020,1,16,0.342,0.42,3,9
HAIL,AL CREAM 15GM,06/02/2020,1,9,0.913,1.026,3,3
HAIL,NyQuill,04/01/2020,1,4,1.551,1.688,3,10
HAIL,Visine,15/02/2020,1,27,0.663,0.756,3,5
HAIL,BE PLUS 30G,14/01/2020,1,2,1.802,1.934,3,14
HAIL,Lisinopril,26/01/2020,1,25,1.107,1.206,3,11
HAIL,NyQuill,11/02/2020,1,26,1.551,1.688,3,10
HAIL,Emend,24/01/2020,1,7,0.342,0.42,3,9
HAIL,Visine,21/01/2020,1,24,0.663,0.756,3,5
